Day,Campaign,User Engagement,Banner,Placement,Displays,Cost,Clicks,Revenue,Post Click Conversions,Post Click Sales Amount
2020-04-14,Summer Sale,High Intent,300x250,Video Platform,4164,9.33,30,13.77,1,116.3
2020-04-14,Retention,Medium Intent,728x90,Gaming App,4417,15.75,38,30.34,0,0.0
2020-04-14,Awareness,Low Intent,320x50,Gaming App,6337,21.17,17,19.53,0,0.0
2020-04-14,Spring Push,High Intent,160x600,Video Platform,2715,4.69,15,5.25,0,0.0
2020-04-14,Awareness,Medium Intent,728x90,Video Platform,3231,9.95,32,18.28,0,0.0
2020-04-14,Summer Sale,High Intent,300x250,News Site,3192,9.03,23,28.99,1,73.68
2020-04-14,Summer Sale,High Intent,160x600,Social App,2910,5.96,19,22.46,1,52.08
2020-04-14,Spring Push,Medium Intent,160x600,Video Platform,2364,7.32,16,16.32,1,66.49
2020-04-14,Spring Push,Medium Intent,320x50,Video Platform,5216,23.27,24,6.55,0,0.0
2020-04-14,Spring Push,Low Intent,160x600,Lifestyle Blog,2325,6.71,7,3.73,1,65.54
2020-04-14,Spring Push,Medium Intent,728x90,Social App,4302,18.0,28,26.27,0,0.0
2020-04-14,Summer Sale,High Intent,300x250,Lifestyle Blog,3900,15.77,37,23.49,2,85.02
2020-04-14,Awareness,High Intent,160x600,E-commerce,2797,12.14,23,34.15,2,152.49
2020-04-14,Retention,Low Intent,300x250,E-commerce,5069,27.85,41,10.71,0,0.0
2020-04-14,Awareness,High Intent,160x600,Video Platform,2499,4.88,10,2.53,0,0.0
2020-04-14,Awareness,Low Intent,160x600,News Site,2821,4.29,19,2.74,0,0.0
2020-04-14,Retention,Low Intent,320x50,News Site,5234,12.54,13,16.2,0,0.0
2020-04-14,Retention,Medium Intent,300x250,News Site,4172,19.01,30,35.99,0,0.0
2020-04-14,Retention,Medium Intent,320x50,Lifestyle Blog,4350,12.76,19,14.03,0,0.0
2020-04-14,Retention,Medium Intent,160x600,E-commerce,2163,5.54,6,6.64,0,0.0
2020-04-14,Spring Push,Low Intent,728x90,Social App,3767,7.64,28,27.42,0,0.0
2020-04-14,Spring Push,Medium Intent,160x600,Gaming App,3242,7.27,24,13.11,1,93.93
2020-04-14,Summer Sale,Medium Intent,320x50,Gaming App,6083,7.65,36,44.27,0,0.0
2020-04-14,Awareness,High Intent,300x250,Lifestyle Blog,3238,9.82,38,30.12,2,276.31
2020-04-14,Summer Sale,High Intent,320x50,E-commerce,4572,7.77,34,12.13,0,0.0
2020-04-14,Awareness,High Intent,320x50,E-commerce,4873,16.81,28,8.91,0,0.0
2020-04-14,Spring Push,High Intent,160x600,Social App,1848,6.38,13,4.33,0,0.0
2020-04-15,Retention,Medium Intent,160x600,Lifestyle Blog,2303,8.74,15,9.3,1,45.48
2020-04-15,Spring Push,High Intent,320x50,Social App,5679,10.83,42,15.86,1,77.66
2020-04-15,Retention,Medium Intent,728x90,E-commerce,3135,4.7,22,9.97,0,0.0
2020-04-15,Awareness,High Intent,300x250,Gaming App,4929,14.43,38,23.24,0,0.0
2020-04-15,Spring Push,Medium Intent,300x250,Lifestyle Blog,3563,7.52,29,23.34,1,92.58
2020-04-15,Summer Sale,Medium Intent,320x50,Lifestyle Blog,4982,12.26,22,22.82,1,111.75
2020-04-15,Spring Push,Medium Intent,160x600,Social App,2842,6.58,15,7.94,0,0.0
2020-04-15,Summer Sale,Low Intent,160x600,News Site,3105,15.56,5,3.17,0,0.0
2020-04-15,Summer Sale,Low Intent,728x90,Gaming App,3968,17.73,30,37.4,0,0.0
2020-04-15,Summer Sale,Medium Intent,320x50,Lifestyle Blog,4588,9.52,30,22.49,1,104.09
2020-04-15,Awareness,High Intent,728x90,News Site,3751,7.42,28,8.84,0,0.0
2020-04-15,Spring Push,Medium Intent,728x90,Lifestyle Blog,3574,9.13,30,26.67,0,0.0
2020-04-15,Awareness,Medium Intent,728x90,Social App,4097,10.7,15,6.05,0,0.0
2020-04-15,Spring Push,High Intent,728x90,Social App,3719,15.58,26,25.44,3,266.71
2020-04-15,Retention,Medium Intent,300x250,Social App,4470,12.07,43,22.81,1,112.26
2020-04-15,Summer Sale,Medium Intent,320x50,Video Platform,5773,34.32,27,14.03,2,105.24
2020-04-15,Awareness,Low Intent,160x600,Social App,3178,15.88,15,3.39,0,0.0
2020-04-15,Summer Sale,High Intent,320x50,Video Platform,5119,12.27,32,20.01,0,0.0
2020-04-15,Awareness,Medium Intent,300x250,Lifestyle Blog,2626,6.37,21,5.11,1,101.39
2020-04-15,Spring Push,High Intent,320x50,News Site,5116,7.0,29,18.08,1,94.48
2020-04-15,Spring Push,Medium Intent,160x600,News Site,2362,3.19,11,3.69,3,157.31
2020-04-15,Spring Push,Medium Intent,320x50,Gaming App,5871,16.65,15,13.8,1,67.15
2020-04-15,Spring Push,Medium Intent,728x90,Lifestyle Blog,3213,13.13,24,9.91,0,0.0
2020-04-15,Summer Sale,Medium Intent,300x250,Gaming App,4508,21.45,47,11.02,4,231.17
2020-04-15,Spring Push,Low Intent,160x600,Video Platform,2373,4.76,8,3.58,0,0.0
2020-04-15,Spring Push,Medium Intent,728x90,News Site,3863,14.75,31,32.12,0,0.0
2020-04-16,Retention,Medium Intent,320x50,E-commerce,5934,26.29,28,13.96,0,0.0
2020-04-16,Retention,Medium Intent,160x600,Gaming App,3651,9.88,22,10.53,0,0.0
2020-04-16,Summer Sale,Medium Intent,300x250,Video Platform,5238,8.45,45,29.87,1,147.18
2020-04-16,Awareness,High Intent,300x250,E-commerce,4115,10.57,43,47.97,1,65.03
2020-04-16,Summer Sale,High Intent,728x90,Lifestyle Blog,2256,6.71,22,33.29,0,0.0
2020-04-16,Spring Push,Medium Intent,728x90,Lifestyle Blog,3627,14.04,24,20.76,1,101.72
2020-04-16,Awareness,Low Intent,320x50,Social App,6165,15.37,26,7.98,0,0.0
2020-04-16,Spring Push,High Intent,320x50,Video Platform,4735,15.63,24,24.52,3,145.08
2020-04-16,Awareness,Low Intent,300x250,Video Platform,5541,31.54,30,25.06,1,48.7
2020-04-16,Summer Sale,Medium Intent,300x250,Lifestyle Blog,3509,6.51,25,22.39,0,0.0
2020-04-16,Awareness,High Intent,728x90,Lifestyle Blog,3006,10.86,35,37.03,2,148.34
2020-04-16,Summer Sale,High Intent,728x90,Social App,3964,17.7,22,13.71,0,0.0
2020-04-16,Spring Push,High Intent,300x250,E-commerce,3895,21.7,49,35.61,2,81.16
2020-04-16,Spring Push,Medium Intent,728x90,E-commerce,3229,16.61,20,21.95,2,171.82
2020-04-16,Summer Sale,High Intent,728x90,Video Platform,3660,7.47,23,17.85,0,0.0
2020-04-16,Retention,Medium Intent,300x250,Gaming App,4296,18.43,51,22.14,2,158.91
2020-04-16,Awareness,Medium Intent,728x90,Gaming App,4174,10.77,29,12.82,0,0.0
2020-04-16,Awareness,Medium Intent,320x50,Social App,5855,10.63,41,44.96,1,161.74
2020-04-16,Retention,High Intent,320x50,Social App,5233,8.24,31,59.2,1,62.6
2020-04-16,Awareness,Medium Intent,320x50,Gaming App,6123,19.34,21,34.0,0,0.0
2020-04-16,Awareness,Medium Intent,320x50,Social App,6155,12.02,30,37.06,1,59.72
2020-04-16,Retention,Low Intent,728x90,Lifestyle Blog,2592,6.32,17,11.1,0,0.0
2020-04-16,Spring Push,Medium Intent,160x600,E-commerce,2942,6.83,15,8.87,0,0.0
2020-04-16,Spring Push,Medium Intent,300x250,Lifestyle Blog,3667,8.41,25,21.74,0,0.0
2020-04-16,Spring Push,Medium Intent,160x600,Gaming App,3501,12.72,17,14.07,0,0.0
2020-04-16,Retention,Low Intent,300x250,Social App,5159,22.21,41,20.17,0,0.0
2020-04-17,Summer Sale,Low Intent,300x250,Gaming App,5086,7.23,22,7.0,1,128.76
2020-04-17,Spring Push,Medium Intent,160x600,Social App,3551,17.31,17,24.57,0,0.0
2020-04-17,Summer Sale,Low Intent,160x600,Social App,2981,9.54,14,7.93,1,91.45
2020-04-17,Spring Push,High Intent,300x250,Video Platform,4277,14.99,63,68.8,2,283.72
2020-04-17,Awareness,Medium Intent,728x90,News Site,3095,9.01,30,28.44,2,149.47
2020-04-17,Awareness,Low Intent,320x50,Video Platform,6199,26.6,30,24.83,1,100.02
2020-04-17,Retention,Medium Intent,320x50,Gaming App,6621,24.55,24,30.74,1,170.41
2020-04-17,Spring Push,Low Intent,300x250,Lifestyle Blog,3947,16.64,23,23.77,0,0.0
2020-04-17,Retention,Low Intent,320x50,News Site,5570,17.77,20,6.21,0,0.0
2020-04-17,Awareness,High Intent,300x250,News Site,3504,7.43,33,38.74,1,80.21
2020-04-17,Retention,Medium Intent,320x50,News Site,4425,7.79,25,28.22,0,0.0
2020-04-17,Spring Push,Low Intent,320x50,E-commerce,5424,12.53,20,21.26,0,0.0
2020-04-17,Spring Push,Medium Intent,728x90,Video Platform,3846,7.28,15,8.93,1,73.76
2020-04-17,Retention,High Intent,300x250,E-commerce,4183,21.08,33,46.0,1,125.46
2020-04-17,Awareness,High Intent,320x50,Social App,5314,20.17,21,17.85,2,130.93
2020-04-17,Spring Push,Medium Intent,160x600,News Site,2131,7.3,11,7.3,0,0.0
2020-04-17,Spring Push,Medium Intent,320x50,News Site,5905,19.74,36,18.24,0,0.0
2020-04-17,Summer Sale,Low Intent,160x600,Video Platform,3061,17.49,14,10.15,0,0.0
2020-04-17,Spring Push,Medium Intent,300x250,Lifestyle Blog,2973,8.84,22,13.11,0,0.0
2020-04-17,Retention,Medium Intent,300x250,E-commerce,4473,20.05,41,31.8,0,0.0
2020-04-18,Awareness,High Intent,160x600,E-commerce,1693,6.33,8,6.49,0,0.0
2020-04-18,Awareness,Low Intent,728x90,Video Platform,4698,19.78,24,15.79,0,0.0
2020-04-18,Summer Sale,Low Intent,320x50,Video Platform,6432,28.7,19,11.74,0,0.0
2020-04-18,Retention,Low Intent,300x250,Video Platform,5640,8.76,39,21.46,0,0.0
2020-04-18,Summer Sale,High Intent,728x90,News Site,4115,12.42,31,10.91,1,120.33
2020-04-18,Retention,Low Intent,160x600,Lifestyle Blog,1974,2.39,9,4.97,0,0.0
2020-04-18,Summer Sale,Low Intent,320x50,Lifestyle Blog,4378,14.67,20,7.51,0,0.0
2020-04-18,Spring Push,Medium Intent,728x90,Lifestyle Blog,2530,4.78,21,12.74,1,64.26
2020-04-18,Awareness,Low Intent,300x250,Video Platform,5861,33.39,19,13.56,0,0.0
2020-04-18,Awareness,High Intent,160x600,Gaming App,3613,6.96,20,34.98,0,0.0
2020-04-18,Summer Sale,Medium Intent,320x50,Lifestyle Blog,4209,5.1,22,9.98,3,169.48
2020-04-18,Retention,Medium Intent,320x50,Lifestyle Blog,4130,4.92,20,18.59,0,0.0
2020-04-18,Awareness,Low Intent,320x50,News Site,4905,24.64,27,23.19,0,0.0
2020-04-18,Summer Sale,Medium Intent,728x90,E-commerce,3003,14.68,33,39.05,0,0.0
2020-04-18,Awareness,High Intent,300x250,Lifestyle Blog,3733,6.22,32,43.07,2,115.72
2020-04-18,Awareness,High Intent,320x50,Social App,7128,23.83,25,15.32,0,0.0
2020-04-18,Summer Sale,Medium Intent,300x250,Video Platform,5733,19.2,51,37.53,1,140.2
2020-04-18,Awareness,Medium Intent,320x50,Lifestyle Blog,3189,12.38,17,13.6,2,191.18
2020-04-18,Spring Push,High Intent,320x50,Lifestyle Blog,3754,14.73,23,13.94,0,0.0
2020-04-18,Retention,Low Intent,728x90,E-commerce,3710,7.41,21,9.27,0,0.0
2020-04-19,Summer Sale,High Intent,300x250,Social App,5482,17.78,45,36.9,2,107.85
2020-04-19,Awareness,Medium Intent,300x250,E-commerce,4140,9.34,19,13.2,0,0.0
2020-04-19,Retention,Medium Intent,160x600,Lifestyle Blog,2238,9.57,12,7.27,1,110.32
2020-04-19,Summer Sale,Medium Intent,728x90,E-commerce,3538,14.08,29,21.23,1,45.47
2020-04-19,Awareness,Medium Intent,160x600,Social App,4035,11.37,22,26.66,1,111.32
2020-04-19,Spring Push,High Intent,728x90,Gaming App,4647,20.08,56,93.89,1,42.06
2020-04-19,Summer Sale,Low Intent,300x250,Lifestyle Blog,3383,10.98,18,5.97,0,0.0
2020-04-19,Awareness,Medium Intent,728x90,E-commerce,3420,7.7,26,27.36,0,0.0
2020-04-19,Awareness,Medium Intent,320x50,Social App,7099,29.03,25,27.35,2,160.12
2020-04-19,Spring Push,High Intent,300x250,Gaming App,5125,17.21,58,41.16,6,449.39
2020-04-19,Retention,Low Intent,320x50,News Site,4770,8.31,11,10.6,0,0.0
2020-04-19,Awareness,Medium Intent,300x250,E-commerce,4627,14.76,40,13.18,1,51.38
2020-04-19,Awareness,Low Intent,728x90,Video Platform,4780,21.95,23,13.34,1,66.82
2020-04-19,Retention,Medium Intent,728x90,News Site,3289,7.87,17,16.57,1,128.08
2020-04-19,Retention,Medium Intent,728x90,Gaming App,4256,10.6,18,7.92,1,29.98
2020-04-19,Spring Push,Medium Intent,160x600,Gaming App,3649,15.76,20,10.67,0,0.0
2020-04-19,Retention,Medium Intent,300x250,News Site,4525,9.09,27,20.25,0,0.0
2020-04-19,Awareness,Medium Intent,320x50,E-commerce,4910,18.82,15,7.01,0,0.0
2020-04-20,Summer Sale,Medium Intent,300x250,Social App,4836,23.38,33,24.88,1,36.13
2020-04-20,Awareness,Medium Intent,320x50,Gaming App,6089,22.47,23,22.22,0,0.0
2020-04-20,Awareness,High Intent,728x90,Social App,3886,7.17,36,11.93,1,81.37
2020-04-20,Summer Sale,Medium Intent,300x250,News Site,4234,10.2,28,30.02,2,64.46
2020-04-20,Retention,High Intent,728x90,Lifestyle Blog,3424,12.82,53,50.7,3,401.77
2020-04-20,Retention,High Intent,160x600,News Site,2713,8.52,24,8.52,2,124.93
2020-04-20,Awareness,High Intent,160x600,Social App,2836,8.09,13,19.65,0,0.0
2020-04-20,Awareness,Medium Intent,300x250,E-commerce,3862,6.85,30,25.86,0,0.0
2020-04-20,Retention,Medium Intent,728x90,Social App,3888,7.01,30,40.2,0,0.0
2020-04-20,Awareness,Low Intent,300x250,News Site,3895,8.02,25,9.13,0,0.0
2020-04-20,Spring Push,High Intent,160x600,Video Platform,3119,13.05,21,17.48,2,183.86
2020-04-20,Retention,Medium Intent,320x50,E-commerce,4787,23.7,21,19.52,1,140.24
2020-04-20,Spring Push,Medium Intent,160x600,Video Platform,2565,14.9,19,4.12,1,57.1
2020-04-20,Awareness,Medium Intent,320x50,Lifestyle Blog,3862,6.01,20,16.42,1,87.97
2020-04-20,Summer Sale,High Intent,300x250,Social App,4047,22.07,44,24.75,2,123.48
2020-04-20,Summer Sale,Medium Intent,320x50,Social App,5901,24.68,32,19.1,0,0.0
2020-04-20,Awareness,Medium Intent,160x600,Video Platform,2678,5.59,17,14.2,1,121.38
2020-04-20,Awareness,Medium Intent,160x600,Gaming App,3457,14.51,22,32.75,1,107.69
2020-04-20,Retention,Medium Intent,300x250,Lifestyle Blog,3896,12.17,37,16.51,2,291.97
2020-04-20,Retention,Medium Intent,160x600,Gaming App,3233,11.25,16,15.93,0,0.0
2020-04-21,Retention,High Intent,300x250,Lifestyle Blog,3058,9.05,23,46.76,0,0.0
2020-04-21,Summer Sale,Low Intent,320x50,Social App,6552,30.25,27,9.75,0,0.0
2020-04-21,Retention,Low Intent,160x600,Social App,3763,6.04,25,5.82,0,0.0
2020-04-21,Retention,Medium Intent,320x50,Gaming App,5576,16.73,23,8.79,0,0.0
2020-04-21,Awareness,Medium Intent,300x250,Gaming App,4642,19.17,40,42.71,0,0.0
2020-04-21,Summer Sale,Low Intent,728x90,E-commerce,3765,15.54,18,11.09,0,0.0
2020-04-21,Awareness,High Intent,160x600,Gaming App,2981,9.21,24,16.08,0,0.0
2020-04-21,Summer Sale,High Intent,300x250,News Site,3632,13.39,20,15.49,0,0.0
2020-04-21,Summer Sale,High Intent,160x600,Video Platform,2640,7.42,24,45.9,2,79.37
2020-04-21,Awareness,Medium Intent,160x600,News Site,2181,10.91,12,11.0,0,0.0
2020-04-21,Summer Sale,High Intent,728x90,Lifestyle Blog,2863,8.95,30,24.23,4,521.42
2020-04-21,Awareness,High Intent,320x50,E-commerce,4248,13.58,22,12.74,2,249.76
2020-04-21,Awareness,Low Intent,300x250,Social App,4667,20.01,28,11.95,2,226.38
2020-04-21,Spring Push,Medium Intent,160x600,E-commerce,2270,11.55,9,4.14,0,0.0
2020-04-21,Awareness,Medium Intent,728x90,E-commerce,3243,7.71,22,10.9,3,213.66
2020-04-21,Summer Sale,Medium Intent,300x250,News Site,3980,5.48,29,12.26,2,329.35
2020-04-22,Retention,Medium Intent,320x50,E-commerce,4934,23.41,27,22.18,0,0.0
2020-04-22,Summer Sale,High Intent,728x90,Lifestyle Blog,3135,5.96,17,25.83,1,54.96
2020-04-22,Awareness,High Intent,160x600,E-commerce,3293,16.88,22,35.29,0,0.0
2020-04-22,Awareness,Medium Intent,320x50,Video Platform,5175,13.25,26,22.92,0,0.0
2020-04-22,Awareness,Medium Intent,300x250,Lifestyle Blog,3798,10.33,31,34.42,3,356.39
2020-04-22,Awareness,Medium Intent,320x50,E-commerce,5118,25.76,15,8.45,0,0.0
2020-04-22,Awareness,Medium Intent,300x250,E-commerce,4173,10.31,37,37.97,1,69.79
2020-04-22,Summer Sale,High Intent,728x90,Video Platform,3602,21.05,37,40.85,1,92.44
2020-04-22,Spring Push,Medium Intent,728x90,E-commerce,3939,15.26,28,12.1,2,115.15
2020-04-22,Summer Sale,High Intent,728x90,News Site,3788,19.16,22,25.75,1,63.64
2020-04-22,Spring Push,High Intent,320x50,Lifestyle Blog,4677,6.77,36,11.55,1,43.62
2020-04-22,Summer Sale,High Intent,728x90,Gaming App,3410,5.35,20,22.48,2,198.79
2020-04-22,Summer Sale,Low Intent,300x250,Video Platform,4295,9.69,33,29.12,2,164.77
2020-04-22,Retention,Medium Intent,160x600,Video Platform,2772,7.91,19,10.52,0,0.0
2020-04-22,Summer Sale,Medium Intent,160x600,Social App,2661,9.48,21,16.04,0,0.0
2020-04-22,Summer Sale,Low Intent,160x600,E-commerce,2660,5.5,11,9.71,1,125.82
2020-04-22,Awareness,Medium Intent,160x600,E-commerce,2438,4.27,17,19.32,1,36.62
2020-04-22,Summer Sale,High Intent,728x90,Lifestyle Blog,2317,5.14,13,14.98,0,0.0
2020-04-23,Awareness,High Intent,160x600,Lifestyle Blog,1895,4.38,15,5.39,0,0.0
2020-04-23,Retention,Medium Intent,320x50,Lifestyle Blog,4428,10.8,18,11.69,0,0.0
2020-04-23,Summer Sale,High Intent,160x600,Lifestyle Blog,1072,1.48,2,1.95,0,0.0
2020-04-23,Spring Push,Medium Intent,320x50,Gaming App,5958,11.24,30,24.64,2,327.23
2020-04-23,Awareness,Low Intent,728x90,Lifestyle Blog,3786,15.88,24,26.14,1,95.09
2020-04-23,Spring Push,High Intent,300x250,Lifestyle Blog,3984,5.63,36,32.1,2,236.96
2020-04-23,Summer Sale,Medium Intent,320x50,Social App,5319,15.53,34,7.19,1,114.96
2020-04-23,Retention,Low Intent,160x600,E-commerce,2882,8.41,16,6.98,0,0.0
2020-04-23,Awareness,High Intent,728x90,Social App,3452,11.09,24,35.07,2,125.65
2020-04-23,Spring Push,Medium Intent,728x90,Video Platform,3947,13.28,17,12.15,0,0.0
2020-04-23,Retention,High Intent,320x50,Lifestyle Blog,4738,9.23,29,51.01,1,63.25
2020-04-23,Summer Sale,High Intent,728x90,News Site,3061,11.7,30,33.28,1,120.04
2020-04-23,Retention,Medium Intent,320x50,Gaming App,6720,12.27,22,24.84,1,84.81
2020-04-23,Retention,Medium Intent,160x600,Lifestyle Blog,2733,6.87,21,20.65,2,216.91
2020-04-23,Awareness,Medium Intent,300x250,Video Platform,4963,7.97,44,36.39,0,0.0
2020-04-23,Retention,Medium Intent,300x250,Social App,4515,21.13,45,22.34,0,0.0
2020-04-23,Summer Sale,Low Intent,728x90,News Site,4196,17.75,22,7.59,0,0.0
2020-04-23,Summer Sale,Medium Intent,728x90,Video Platform,3798,16.92,32,16.68,0,0.0
2020-04-23,Awareness,Low Intent,300x250,Lifestyle Blog,3779,12.91,24,10.78,2,212.44
2020-04-23,Spring Push,Low Intent,160x600,Lifestyle Blog,2544,4.96,16,8.27,0,0.0
2020-04-23,Summer Sale,Low Intent,320x50,Social App,5636,28.57,23,12.75,1,103.04
2020-04-23,Summer Sale,High Intent,300x250,Lifestyle Blog,3314,13.49,30,11.42,1,110.39
2020-04-23,Retention,Medium Intent,160x600,Video Platform,3047,5.67,25,14.43,0,0.0
2020-04-24,Retention,High Intent,160x600,Lifestyle Blog,2580,10.87,20,11.03,1,90.03
2020-04-24,Retention,High Intent,320x50,Gaming App,5626,18.61,25,9.38,1,36.62
2020-04-24,Awareness,High Intent,300x250,Social App,3918,16.71,32,24.99,1,24.35
2020-04-24,Retention,Medium Intent,728x90,News Site,3587,10.0,32,25.11,1,68.16
2020-04-24,Awareness,Medium Intent,320x50,Lifestyle Blog,4483,10.42,24,24.28,0,0.0
2020-04-24,Awareness,High Intent,300x250,Lifestyle Blog,3479,7.88,38,41.43,0,0.0
2020-04-24,Awareness,Medium Intent,300x250,Video Platform,4559,8.93,33,36.87,1,78.81
2020-04-24,Spring Push,Medium Intent,728x90,Gaming App,4110,17.04,24,11.57,1,80.92
2020-04-24,Awareness,Medium Intent,160x600,Lifestyle Blog,2147,8.63,15,18.2,1,94.26
2020-04-24,Retention,High Intent,728x90,Gaming App,4378,19.42,32,55.45,0,0.0
2020-04-24,Retention,Medium Intent,160x600,Gaming App,2784,4.69,12,4.74,0,0.0
2020-04-24,Summer Sale,Medium Intent,728x90,Social App,4133,8.3,28,13.2,0,0.0
2020-04-24,Spring Push,Medium Intent,160x600,News Site,2789,13.23,22,17.7,0,0.0
2020-04-24,Spring Push,High Intent,728x90,E-commerce,3234,12.51,33,32.08,3,290.41
2020-04-24,Retention,High Intent,320x50,News Site,4932,24.67,22,18.46,0,0.0
2020-04-24,Retention,Medium Intent,320x50,News Site,5343,8.94,36,21.67,1,44.31
2020-04-24,Summer Sale,Low Intent,320x50,Social App,6530,35.01,21,19.14,1,70.35
2020-04-24,Summer Sale,Medium Intent,300x250,E-commerce,4289,10.59,39,58.63,1,121.41
2020-04-24,Summer Sale,Medium Intent,160x600,Video Platform,2837,4.27,16,7.52,4,356.7
2020-04-24,Spring Push,Medium Intent,300x250,Video Platform,4091,20.73,24,26.82,0,0.0
2020-04-24,Retention,Medium Intent,300x250,Gaming App,4971,23.67,34,9.28,1,42.96
2020-04-24,Awareness,Medium Intent,300x250,News Site,4245,19.49,43,16.47,1,67.77
2020-04-24,Summer Sale,High Intent,320x50,Social App,5508,12.6,21,15.77,2,152.72
2020-04-24,Retention,Medium Intent,320x50,Lifestyle Blog,4003,4.49,20,16.95,0,0.0
2020-04-24,Summer Sale,Medium Intent,320x50,Gaming App,6295,12.02,38,10.81,2,138.99
2020-04-25,Spring Push,Medium Intent,728x90,Video Platform,4612,9.12,29,31.35,1,114.7
2020-04-25,Awareness,High Intent,320x50,E-commerce,5411,17.17,33,42.85,1,70.63
2020-04-25,Retention,Medium Intent,728x90,News Site,3333,7.38,22,22.75,0,0.0
2020-04-25,Spring Push,Low Intent,320x50,Video Platform,6204,18.7,22,9.03,0,0.0
2020-04-25,Summer Sale,Medium Intent,728x90,Social App,5092,17.79,36,29.75,1,53.55
2020-04-25,Summer Sale,High Intent,160x600,Social App,3045,12.13,18,33.11,0,0.0
2020-04-25,Spring Push,High Intent,320x50,E-commerce,5054,27.52,19,28.16,1,89.02
2020-04-25,Spring Push,High Intent,300x250,News Site,3688,15.41,44,71.62,1,69.85
2020-04-25,Spring Push,Medium Intent,300x250,Social App,5043,22.77,41,27.87,0,0.0
2020-04-25,Spring Push,Medium Intent,728x90,E-commerce,3348,6.17,21,13.21,0,0.0
2020-04-25,Retention,Medium Intent,300x250,Social App,5357,27.42,26,24.14,0,0.0
2020-04-25,Awareness,High Intent,160x600,E-commerce,2528,5.09,14,14.98,0,0.0
2020-04-25,Awareness,High Intent,728x90,Video Platform,4627,23.64,36,22.97,4,468.09
2020-04-25,Retention,Medium Intent,160x600,News Site,2218,6.17,14,15.46,1,35.58
2020-04-25,Retention,Medium Intent,320x50,E-commerce,4529,6.93,27,7.42,1,78.64
2020-04-25,Summer Sale,High Intent,160x600,Video Platform,3313,5.01,25,7.85,1,102.09
2020-04-25,Summer Sale,Medium Intent,160x600,Video Platform,2996,4.74,21,27.0,1,114.82
2020-04-25,Summer Sale,Medium Intent,160x600,Gaming App,3012,8.64,16,22.25,0,0.0
2020-04-25,Retention,Medium Intent,320x50,Social App,7409,22.13,31,15.77,0,0.0
2020-04-26,Retention,High Intent,728x90,Gaming App,4598,16.34,37,24.96,0,0.0
2020-04-26,Spring Push,Medium Intent,320x50,E-commerce,4685,23.66,23,7.36,0,0.0
2020-04-26,Retention,Medium Intent,160x600,Social App,3489,15.22,27,32.1,0,0.0
2020-04-26,Awareness,Medium Intent,320x50,Lifestyle Blog,4538,12.75,37,38.98,0,0.0
2020-04-26,Spring Push,Medium Intent,728x90,News Site,3263,10.59,24,15.85,1,65.16
2020-04-26,Awareness,Medium Intent,300x250,News Site,3503,15.08,42,28.22,2,120.61
2020-04-26,Retention,Low Intent,728x90,Gaming App,4847,18.55,14,9.71,0,0.0
2020-04-26,Retention,Low Intent,160x600,Lifestyle Blog,2192,5.8,10,12.05,0,0.0
2020-04-26,Spring Push,High Intent,728x90,Video Platform,3614,9.13,33,35.82,1,134.02
2020-04-26,Spring Push,Medium Intent,320x50,Social App,6356,30.16,45,39.5,3,308.08
2020-04-26,Retention,Medium Intent,728x90,E-commerce,3354,8.49,28,19.14,1,49.98
2020-04-26,Awareness,Medium Intent,320x50,Gaming App,6927,22.42,19,17.49,1,133.6
2020-04-26,Awareness,High Intent,160x600,E-commerce,2614,7.59,9,8.04,1,89.64
2020-04-26,Summer Sale,Medium Intent,320x50,Lifestyle Blog,4309,13.99,15,18.71,1,146.24
2020-04-26,Retention,Medium Intent,320x50,News Site,4645,19.38,14,6.21,0,0.0
2020-04-26,Retention,Medium Intent,300x250,Lifestyle Blog,3240,6.87,21,25.74,0,0.0
2020-04-26,Summer Sale,High Intent,728x90,Lifestyle Blog,2730,4.19,26,37.66,1,43.31
2020-04-26,Retention,Medium Intent,728x90,Gaming App,4676,8.32,25,31.64,0,0.0
2020-04-27,Awareness,High Intent,320x50,Video Platform,4808,22.66,24,17.62,1,108.1
2020-04-27,Summer Sale,Medium Intent,160x600,Social App,2500,5.86,13,8.49,1,80.51
2020-04-27,Retention,Medium Intent,320x50,Social App,6039,9.74,32,8.83,1,83.22
2020-04-27,Spring Push,Medium Intent,300x250,Video Platform,5011,22.08,52,14.35,0,0.0
2020-04-27,Spring Push,Medium Intent,320x50,Social App,6058,26.71,32,9.82,0,0.0
2020-04-27,Retention,High Intent,728x90,News Site,2568,6.06,21,8.16,1,149.91
2020-04-27,Retention,Medium Intent,160x600,News Site,2504,12.18,17,5.77,0,0.0
2020-04-27,Summer Sale,Medium Intent,300x250,News Site,4553,8.33,53,11.08,2,123.08
2020-04-27,Summer Sale,High Intent,160x600,E-commerce,1175,3.24,6,10.21,0,0.0
2020-04-27,Awareness,High Intent,320x50,Social App,5057,10.09,33,46.14,0,0.0
2020-04-27,Spring Push,Low Intent,728x90,Social App,4505,6.32,24,4.09,0,0.0
2020-04-27,Retention,Medium Intent,160x600,Lifestyle Blog,2437,6.56,15,5.15,3,330.93
2020-04-27,Awareness,Medium Intent,300x250,Lifestyle Blog,3644,7.38,36,25.64,3,190.57
2020-04-27,Summer Sale,Medium Intent,728x90,Video Platform,3762,17.92,18,4.86,2,188.41
2020-04-27,Retention,High Intent,300x250,Video Platform,4389,23.71,38,51.17,5,202.87
